id,addition,apartment_number,city,country,lat,lon,post_code,street,average_delivery_time,delivery_cost,minimum_order_value,name,owner_id,phone,rating,thumbnail_image_id,full_image_id
466,Place,,Hengelo,NL,-38.977251,-67.826868,8328,3 Heffernan Road,41,2.6,5,Dabvine,00u262s3jn87lHv5b5d7,+54 (888) 696-8569,1.7,,
467,Parkway,,Hengelo,NL,-2.0133843,-45.9991326,65289-000,1852 Kennedy Place,41,0.4,5,Meetz,00u262s3jn87lHv5b5d7,+55 (294) 937-9999,3.3,,
468,Point,,Hengelo,NL,9.9648655,-71.1329685,,4424 Spohn Circle,45,0.9,5,Gabtype,00u262s3jn87lHv5b5d7,+58 (995) 398-3230,1.5,,
469,Lane,,Hengelo,NL,55.7742636,37.5884971,356555,310 Portage Crossing,33,2.4,9,Brainsphere,00u262s3jn87lHv5b5d7,+7 (812) 163-7119,2.7,,
470,Road,,Hengelo,NL,48.6945174,110.1901958,,403 Colorado Court,20,0.4,6,Yombu,00u262s3jn87lHv5b5d7,+976 (931) 340-4976,4.7,,
471,Junction,,Hengelo,NL,-31.6577222,-60.7829517,3550,69463 Badeau Street,39,2.7,7,Jabberstorm,00u262s3jn87lHv5b5d7,+54 (469) 283-8249,1.9,,
472,Plaza,,Hengelo,NL,43.4945737,5.8978018,75100 CEDEX 01,74 Graceland Pass,29,3.0,12,Oyope,00u262s3jn87lHv5b5d7,+33 (806) 115-3107,3.7,,
473,Point,,Hengelo,NL,13.8086742,-89.1801225,,43906 Bultman Trail,17,1.3,7,Zoomdog,00u262s3jn87lHv5b5d7,+503 (318) 777-4892,2.1,,
474,Place,,Hengelo,NL,-6.2624908,106.1713267,,1677 Marquette Hill,21,0.8,3,Tagfeed,00u262s3jn87lHv5b5d7,+62 (991) 937-5664,2.4,,
475,Hill,,Hengelo,NL,-31.312988,27.8370041,5460,998 Lukken Crossing,34,3.1,6,Tazzy,00u262s3jn87lHv5b5d7,+27 (105) 829-7991,3.7,,
476,Park,,Hengelo,NL,-9.7413641,-36.4580775,57260-000,82 Hooker Road,41,3.5,11,Devpulse,00u262s3jn87lHv5b5d7,+55 (341) 287-3715,4.4,,
477,Drive,,Hengelo,NL,27.30459,68.39764,66191,33 Stephen Plaza,44,3.2,12,Mydo,00u262s3jn87lHv5b5d7,+92 (889) 246-7222,2.0,,
478,Avenue,,Hengelo,NL,53.2140133,87.2799316,652900,97619 Dwight Place,38,0.6,8,Kazu,00u262s3jn87lHv5b5d7,+7 (968) 268-1207,2.3,,
479,Alley,,Hengelo,NL,56.0629097,14.1774467,291 36,0 Division Terrace,28,0.9,5,Yabox,00u262s3jn87lHv5b5d7,+46 (850) 186-6011,1.2,,
480,Avenue,,Hengelo,NL,31.266133,121.611248,,4194 Onsgard Alley,45,2.0,6,Photobean,00u262s3jn87lHv5b5d7,+86 (193) 937-6776,4.9,,
481,Road,,Hengelo,NL,-15.6688416,-46.0563212,38680-000,5 Butterfield Road,18,0.8,12,Ntags,00u262s3jn87lHv5b5d7,+55 (689) 931-4068,1.8,,
482,Drive,,Hengelo,NL,43.1564817,-80.1651854,N3T,1750 Havey Street,44,2.1,8,Topiclounge,00u262s3jn87lHv5b5d7,+1 (847) 902-2465,3.8,,
483,Parkway,,Hengelo,NL,55.6842625,37.8548295,140074,28929 Prairie Rose Hill,44,0.4,1,Zoonder,00u262s3jn87lHv5b5d7,+7 (916) 230-6105,3.0,,
484,Avenue,,Hengelo,NL,22.980665,116.342934,,77502 American Crossing,26,0.3,12,Meevee,00u262s3jn87lHv5b5d7,+86 (377) 452-0058,1.2,,
485,Crossing,,Hengelo,NL,14.6417626,104.1466046,33140,39 Acker Drive,42,2.7,11,Podcat,00u262s3jn87lHv5b5d7,+66 (684) 916-8447,4.7,,
486,Pass,,Hengelo,NL,-19.6818529,-49.0817124,38250-000,5 Esker Alley,34,2.5,3,Edgeblab,00u262s3jn87lHv5b5d7,+55 (111) 277-5723,4.4,,
487,Court,,Hengelo,NL,38.7831391,-9.3478294,2725-094,69115 Sugar Avenue,32,0.1,9,Skibox,00u262s3jn87lHv5b5d7,+351 (930) 221-1068,3.7,,
488,Center,,Hengelo,NL,22.2016816,-97.8367954,62214,344 Swallow Plaza,42,1.5,7,Edgeify,00u262s3jn87lHv5b5d7,+52 (433) 630-8950,2.1,,
489,Crossing,,Hengelo,NL,44.4528239,19.0902035,,3 Farmco Plaza,29,1.0,0,Skippad,00u262s3jn87lHv5b5d7,+387 (710) 274-5146,3.1,,
490,Drive,,Hengelo,NL,58.4046127,13.8543626,541 45,66 Atwood Hill,44,3.1,3,Babbleblab,00u262s3jn87lHv5b5d7,+46 (775) 821-3224,3.2,,
491,Avenue,,Hengelo,NL,31.2690077,130.4363527,891-0704,0246 Emmet Park,27,0.8,7,JumpXS,00u262s3jn87lHv5b5d7,+81 (334) 707-9886,4.9,,
492,Road,,Hengelo,NL,26.242301,105.943312,,91264 Monica Alley,35,0.1,2,Ailane,00u262s3jn87lHv5b5d7,+86 (755) 857-3063,3.9,,
493,Junction,,Hengelo,NL,47.7489727,7.3507066,68092 CEDEX 2,01 Graceland Trail,38,3.0,4,Layo,00u262s3jn87lHv5b5d7,+33 (714) 954-4092,1.3,,
494,Avenue,,Hengelo,NL,60.3496505,23.2799707,25130,83608 Colorado Trail,22,3.0,1,Wordify,00u262s3jn87lHv5b5d7,+358 (506) 885-3734,5.0,,
495,Hill,,Hengelo,NL,51.5076941,18.1208003,90-510,3536 Holy Cross Terrace,16,2.3,6,Voonyx,00u262s3jn87lHv5b5d7,+48 (429) 357-9876,4.0,,
496,Drive,,Hengelo,NL,42.1014803,-72.5766759,01105,941 Eggendart Place,42,2.9,3,Blogtags,00u262s3jn87lHv5b5d7,+1 (413) 569-7262,1.0,,
497,Way,,Hengelo,NL,14.3082674,120.9138589,9512,45257 Sachs Alley,20,1.3,1,Skiptube,00u262s3jn87lHv5b5d7,+63 (985) 734-6515,4.8,,
498,Hill,,Hengelo,NL,42.8038334,-1.6894332,31010,0473 Schlimgen Parkway,22,2.1,9,Feedfish,00u262s3jn87lHv5b5d7,+34 (280) 141-8624,4.7,,
499,Street,,Hengelo,NL,2.7239834,101.9476452,70604,7703 Arrowood Hill,20,2.5,0,Browseblab,00u262s3jn87lHv5b5d7,+60 (546) 447-8961,1.9,,
500,Terrace,,Hengelo,NL,46.8464389,106.215698,,45715 Hanson Trail,39,1.4,9,Babbleset,00u262s3jn87lHv5b5d7,+976 (392) 382-4334,3.1,,
501,Place,,Hengelo,NL,51.7783026,4.693265,3324,826 Randy Court,45,1.9,4,Oyoba,00u262s3jn87lHv5b5d7,+31 (247) 231-4905,4.4,,
502,Hill,,Hengelo,NL,40.381657,116.948097,,18 Browning Drive,40,0.8,0,Zoomdog,00u262s3jn87lHv5b5d7,+86 (463) 883-6898,4.2,,
503,Pass,,Hengelo,NL,38.6244719,21.4095934,,66002 Fair Oaks Point,18,0.2,10,Divanoodle,00u262s3jn87lHv5b5d7,+30 (512) 805-9440,4.3,,
504,Junction,,Hengelo,NL,-8.933278,-77.42086,,9 Arkansas Circle,42,2.3,4,Kwideo,00u262s3jn87lHv5b5d7,+51 (317) 139-7650,2.6,,
505,Hill,,Hengelo,NL,12.6679167,123.9881642,6709,883 2nd Street,23,3.3,11,Dabjam,00u262s3jn87lHv5b5d7,+63 (752) 959-2205,3.0,,
506,Park,,Hengelo,NL,-22.8841363,-48.4412549,18600-000,58421 Nevada Parkway,39,1.3,8,Voonte,00u262s3jn87lHv5b5d7,+55 (720) 867-9026,2.2,,
507,Center,,Hengelo,NL,42.52056,130.39528,,5387 Dottie Circle,19,3.3,2,Yadel,00u262s3jn87lHv5b5d7,+850 (308) 788-5090,4.7,,
508,Crossing,,Hengelo,NL,-6.7047889,111.6258282,,64 Heffernan Pass,20,1.5,10,Linkbuzz,00u262s3jn87lHv5b5d7,+62 (527) 890-4451,2.5,,
509,Junction,,Hengelo,NL,57.6437016,32.4624195,175310,39603 Twin Pines Plaza,33,1.6,2,Dazzlesphere,00u262s3jn87lHv5b5d7,+7 (760) 620-7962,1.0,,
510,Terrace,,Hengelo,NL,55.4386676,12.9793725,236 41,72 Reindahl Parkway,27,0.3,12,Plambee,00u262s3jn87lHv5b5d7,+46 (149) 365-0043,1.9,,
511,Crossing,,Hengelo,NL,27.9676537,120.6344509,,0 Nevada Circle,39,2.7,0,Twitterworks,00u262s3jn87lHv5b5d7,+86 (652) 631-0147,1.4,,
512,Parkway,,Hengelo,NL,12.261245,121.990929,5507,8228 Nelson Street,40,0.2,10,Twinte,00u262s3jn87lHv5b5d7,+63 (143) 411-7324,2.4,,
513,Way,,Hengelo,NL,46.6794431,29.974368,,91 Hoard Drive,34,2.9,0,Skimia,00u262s3jn87lHv5b5d7,+380 (919) 971-9228,1.0,,
514,Court,,Hengelo,NL,12.3109644,123.6781612,5401,6 Pierstorff Hill,44,3.1,7,Rhynoodle,00u262s3jn87lHv5b5d7,+63 (588) 849-5585,1.2,,
515,Street,,Hengelo,NL,45.05426,41.1051314,352947,68 Kedzie Court,43,1.4,7,Linkbuzz,00u262s3jn87lHv5b5d7,+7 (825) 776-6603,2.6,,
516,Road,,Hengelo,NL,50.1120523,16.2564466,517 42,992 Carberry Pass,33,2.7,1,Quimm,00u262s3jn87lHv5b5d7,+420 (211) 851-1144,3.3,,
517,Court,,Hengelo,NL,51.59119,-1.407848,OX12,02464 Kings Trail,32,0.4,7,Kwimbee,00u262s3jn87lHv5b5d7,+44 (516) 389-7037,2.8,,
518,Street,,Hengelo,NL,15.1398293,-88.6714295,,27 Parkside Hill,19,1.1,2,Twinder,00u262s3jn87lHv5b5d7,+504 (719) 175-6114,2.6,,
519,Junction,,Hengelo,NL,39.8772715,69.0254926,,6 Kings Hill,36,3.0,4,Babblestorm,00u262s3jn87lHv5b5d7,+992 (286) 592-2923,2.8,,
520,Center,,Hengelo,NL,30.493506,112.906645,,1546 Donald Park,37,1.0,0,Meetz,00u262s3jn87lHv5b5d7,+86 (558) 340-3889,1.7,,
521,Place,,Hengelo,NL,52.4666,34.8163,243365,5 Rowland Terrace,36,3.4,3,Devpulse,00u262s3jn87lHv5b5d7,+7 (378) 144-8356,4.0,,
522,Lane,,Hengelo,NL,43.2150141,46.3893765,368164,8 Prairieview Crossing,23,0.9,0,Eayo,00u262s3jn87lHv5b5d7,+7 (914) 416-9735,1.8,,
523,Alley,,Hengelo,NL,52.1350237,83.3181593,658150,44932 Dennis Drive,28,1.3,6,Buzzshare,00u262s3jn87lHv5b5d7,+7 (591) 961-9781,1.4,,
524,Park,,Hengelo,NL,39.163627,117.672041,,5 Green Trail,27,0.5,3,Wordify,00u262s3jn87lHv5b5d7,+86 (104) 870-1494,4.7,,
525,Road,,Hengelo,NL,57.5334964,15.9897014,577 92,85 Rutledge Trail,27,0.5,6,Oyoyo,00u262s3jn87lHv5b5d7,+46 (955) 986-1848,2.3,,
526,Lane,,Hengelo,NL,41.654661,126.154678,,01 Hermina Way,29,1.0,3,Avavee,00u262s3jn87lHv5b5d7,+86 (337) 487-1348,3.4,,
527,Hill,,Hengelo,NL,-8.5261,121.9715,,747 American Crossing,45,1.2,3,Tavu,00u262s3jn87lHv5b5d7,+62 (460) 556-1747,2.4,,
528,Circle,,Hengelo,NL,25.85587,88.35943,5110,65 Jenna Circle,32,1.4,1,Divanoodle,00u262s3jn87lHv5b5d7,+880 (216) 957-4215,3.0,,
529,Alley,,Hengelo,NL,50.887101,-2.355369,DT10,91437 Bunting Avenue,16,2.5,12,Linklinks,00u262s3jn87lHv5b5d7,+44 (419) 942-0196,2.8,,
530,Point,,Hengelo,NL,23.2252,113.148534,,056 Russell Lane,15,2.4,6,Gabtype,00u262s3jn87lHv5b5d7,+86 (306) 248-1834,4.8,,
531,Pass,,Hengelo,NL,4.0510564,9.7678687,,2 Sachs Terrace,38,3.3,4,Wordware,00u262s3jn87lHv5b5d7,+237 (775) 718-7572,4.2,,
532,Circle,,Hengelo,NL,-6.7519382,-38.2314566,58800-000,2 Talmadge Lane,41,3.3,11,Twiyo,00u262s3jn87lHv5b5d7,+55 (128) 537-3497,2.3,,
533,Circle,,Hengelo,NL,52.7989429,16.7343548,64-710,80194 Esker Place,24,2.7,10,Topdrive,00u262s3jn87lHv5b5d7,+48 (549) 226-5688,2.6,,
534,Terrace,,Hengelo,NL,15.3553417,120.5293228,2814,50 Rockefeller Avenue,35,3.3,0,Photobean,00u262s3jn87lHv5b5d7,+63 (569) 707-0488,4.3,,
535,Court,,Hengelo,NL,-15.3765857,35.3356518,,002 East Trail,16,3.2,11,Youtags,00u262s3jn87lHv5b5d7,+265 (739) 982-6038,1.5,,
536,Terrace,,Hengelo,NL,31.058765,121.315718,,0 5th Alley,26,1.1,12,Jayo,00u262s3jn87lHv5b5d7,+86 (777) 842-4097,1.4,,
537,Junction,,Hengelo,NL,57.5334964,15.9897014,577 92,837 Fulton Drive,20,0.9,2,Tagcat,00u262s3jn87lHv5b5d7,+46 (167) 496-5585,3.0,,
538,Parkway,,Hengelo,NL,-6.080007,140.276147,,3512 Red Cloud Place,35,0.2,11,Tagopia,00u262s3jn87lHv5b5d7,+62 (606) 935-0021,3.1,,
539,Street,,Hengelo,NL,-8.8025,117.7774,,7887 Huxley Point,41,1.5,0,Oyonder,00u262s3jn87lHv5b5d7,+62 (956) 982-2337,1.2,,
540,Trail,,Hengelo,NL,50.5416699,40.0498042,396456,13 Forest Dale Way,32,0.5,1,Flashdog,00u262s3jn87lHv5b5d7,+7 (714) 860-5230,4.0,,
541,Terrace,,Hengelo,NL,14.6634634,-89.8468753,21002,017 Ramsey Crossing,17,2.4,12,Dynava,00u262s3jn87lHv5b5d7,+502 (409) 322-2657,3.2,,
542,Avenue,,Hengelo,NL,53.171935,-6.139018,A98,0332 Bobwhite Way,22,3.4,6,Edgeclub,00u262s3jn87lHv5b5d7,+353 (612) 587-8152,3.5,,
543,Street,,Hengelo,NL,5.8594728,-5.6773512,,081 Michigan Crossing,25,3.1,4,Oyoloo,00u262s3jn87lHv5b5d7,+225 (741) 212-1776,2.2,,
544,Alley,,Hengelo,NL,38.8742482,-9.3993262,2705-785,41371 Debra Lane,27,3.3,1,Edgeclub,00u262s3jn87lHv5b5d7,+351 (154) 676-6415,4.1,,
545,Trail,,Hengelo,NL,31.261447,35.214862,,05638 Golf View Pass,43,0.7,11,Topicshots,00u262s3jn87lHv5b5d7,+972 (890) 246-2401,4.9,,
546,Avenue,,Hengelo,NL,-32.4084888,-63.2596263,5900,0682 Forest Dale Court,26,1.6,10,Rhybox,00u262s3jn87lHv5b5d7,+54 (338) 383-9880,4.3,,
547,Terrace,,Hengelo,NL,16.2569214,43.9436788,,969 Artisan Place,38,2.6,4,Fiveclub,00u262s3jn87lHv5b5d7,+967 (912) 374-9739,4.3,,
548,Park,,Hengelo,NL,27.630806,114.029827,,20 Vahlen Center,40,2.0,4,Avavee,00u262s3jn87lHv5b5d7,+86 (118) 848-4536,4.9,,
549,Park,,Hengelo,NL,50.3485458,39.6505372,396564,70505 Johnson Pass,32,1.0,2,BlogXS,00u262s3jn87lHv5b5d7,+7 (595) 589-0406,1.3,,
550,Center,,Hengelo,NL,24.8805556,102.4752778,,908 Moland Pass,44,0.5,4,Kanoodle,00u262s3jn87lHv5b5d7,+86 (956) 952-6154,3.4,,
551,Place,,Hengelo,NL,39.0924952,117.1770394,,055 Del Sol Lane,18,0.5,10,Vipe,00u262s3jn87lHv5b5d7,+86 (134) 538-3185,3.8,,
552,Trail,,Hengelo,NL,14.5016958,121.042743,4125,30941 Hollow Ridge Court,38,2.6,0,Skiba,00u262s3jn87lHv5b5d7,+63 (400) 244-5977,1.6,,
553,Hill,,Hengelo,NL,-3.8553872,103.517665,,0 Ohio Plaza,35,1.8,3,Pixoboo,00u262s3jn87lHv5b5d7,+62 (423) 482-1800,2.0,,
554,Plaza,,Hengelo,NL,31.385597,120.980736,,344 Forest Terrace,40,1.7,12,Zoombeat,00u262s3jn87lHv5b5d7,+86 (817) 610-0628,1.1,,
555,Park,,Hengelo,NL,-10.6462694,35.6423527,,6 Chinook Parkway,43,3.2,9,Kwinu,00u262s3jn87lHv5b5d7,+255 (917) 903-5474,2.1,,
556,Lane,,Hengelo,NL,32.9578909,-102.8518139,79171,02 Russell Center,35,1.2,1,Mynte,00u262s3jn87lHv5b5d7,+1 (401) 544-8712,1.8,,
557,Point,,Hengelo,NL,49.03737,140.26989,682803,98012 Paget Terrace,44,2.1,5,Tazz,00u262s3jn87lHv5b5d7,+7 (747) 346-0165,2.8,,
558,Lane,,Hengelo,NL,6.76667,2.16667,,4208 Brown Point,22,2.2,2,Innotype,00u262s3jn87lHv5b5d7,+229 (958) 734-1279,4.3,,
559,Street,,Hengelo,NL,14.5946094,104.8921668,34260,9737 Buena Vista Plaza,44,2.4,7,Babbleset,00u262s3jn87lHv5b5d7,+66 (990) 368-1301,4.7,,
560,Hill,,Hengelo,NL,-8.154229,111.7778618,,0 Crownhardt Pass,17,3.0,1,Ntags,00u262s3jn87lHv5b5d7,+62 (676) 192-4317,4.8,,
561,Drive,,Hengelo,NL,-38.9548478,-68.1030149,3155,02 Meadow Ridge Crossing,15,2.2,12,Eabox,00u262s3jn87lHv5b5d7,+54 (367) 963-1664,5.0,,
562,Parkway,,Hengelo,NL,24.288578,116.122523,,02294 Emmet Park,43,1.3,9,Kazu,00u262s3jn87lHv5b5d7,+86 (566) 729-3457,3.1,,
563,Center,,Hengelo,NL,62.4468151,114.3182712,678181,4 Sage Park,32,1.1,9,Skalith,00u262s3jn87lHv5b5d7,+7 (412) 599-9309,2.6,,
564,Terrace,,Hengelo,NL,46.2209242,14.3353423,4220,840 Westerfield Terrace,21,1.8,8,Realfire,00u262s3jn87lHv5b5d7,+386 (332) 409-8557,1.4,,
565,Hill,,Hengelo,NL,-34.0508783,23.0935283,6583,2759 Acker Drive,26,0.9,10,Brightdog,00u262s3jn87lHv5b5d7,+27 (409) 396-8759,2.5,,
566,Lane,,Hengelo,NL,22.533583,113.968498,,9281 North Way,44,2.6,8,Tagcat,00u262s3jn87lHv5b5d7,+86 (813) 516-2004,3.5,,
567,Center,,Hengelo,NL,40.076762,113.300129,,3 Rutledge Court,22,1.7,5,Vipe,00u262s3jn87lHv5b5d7,+86 (549) 739-3396,2.2,,
568,Drive,,Hengelo,NL,44.4635116,18.7494454,,5 Warbler Hill,45,3.2,8,Topicstorm,00u262s3jn87lHv5b5d7,+387 (406) 183-2432,3.9,,
569,Trail,,Hengelo,NL,-10.0745443,-77.1449212,,77973 Sauthoff Street,20,0.7,3,Jabbersphere,00u262s3jn87lHv5b5d7,+51 (618) 839-1669,3.6,,
570,Crossing,,Hengelo,NL,61.3611476,15.9055746,828 94,670 Grim Alley,39,2.3,10,Demivee,00u262s3jn87lHv5b5d7,+46 (387) 371-9522,1.8,,
571,Lane,,Hengelo,NL,27.69965,108.839557,,2 Starling Trail,34,0.1,2,Eayo,00u262s3jn87lHv5b5d7,+86 (191) 729-4463,4.6,,
572,Plaza,,Hengelo,NL,-9.2957636,-75.997859,,99 Riverside Hill,31,0.1,3,Jaxspan,00u262s3jn87lHv5b5d7,+51 (700) 987-2452,4.6,,
573,Lane,,Hengelo,NL,48.9046462,89.6511373,,97103 Maple Center,36,2.3,7,Tambee,00u262s3jn87lHv5b5d7,+976 (125) 893-3476,4.3,,
574,Lane,,Hengelo,NL,30.5211502,112.8915932,,5 Warner Drive,21,1.1,4,Zava,00u262s3jn87lHv5b5d7,+86 (447) 489-8914,2.0,,
575,Lane,,Hengelo,NL,8.0478831,-2.807864,,01889 Canary Street,37,1.8,0,Zoombeat,00u262s3jn87lHv5b5d7,+225 (722) 591-5380,3.8,,
576,Point,,Hengelo,NL,-8.3765619,115.1918802,,0695 Sundown Center,20,0.8,10,Feedmix,00u262s3jn87lHv5b5d7,+62 (439) 618-5517,1.2,,
577,Hill,,Hengelo,NL,0.7193581,32.531617,,5 Hauk Circle,35,2.8,12,Realpoint,00u262s3jn87lHv5b5d7,+256 (875) 731-7987,4.4,,
578,Avenue,,Hengelo,NL,41.11023,20.0866554,,71409 Forest Dale Road,41,2.0,4,Layo,00u262s3jn87lHv5b5d7,+355 (677) 113-4948,3.1,,
579,Point,,Hengelo,NL,10.6794457,37.2597576,,62 Knutson Pass,23,3.0,7,Flashpoint,00u262s3jn87lHv5b5d7,+251 (463) 482-0324,2.5,,
580,Alley,,Hengelo,NL,30.126539,120.965215,,951 Dovetail Center,15,1.3,9,Trudoo,00u262s3jn87lHv5b5d7,+86 (391) 922-4292,1.7,,
581,Point,,Hengelo,NL,-6.8230945,107.3845966,,134 Dawn Drive,19,3.1,1,Edgetag,00u262s3jn87lHv5b5d7,+62 (634) 966-2085,2.5,,
582,Lane,,Hengelo,NL,59.4060153,17.917129,164 30,54431 Vidon Circle,36,3.0,5,Yakitri,00u262s3jn87lHv5b5d7,+46 (563) 783-6549,2.4,,
583,Plaza,,Hengelo,NL,53.46,16.101111,78-530,62 Lunder Crossing,27,2.4,4,Mybuzz,00u262s3jn87lHv5b5d7,+48 (791) 284-2332,4.6,,
584,Avenue,,Hengelo,NL,21.4692055,101.799742,,46967 Becker Street,18,2.3,7,Vipe,00u262s3jn87lHv5b5d7,+856 (284) 212-3131,1.8,,
585,Hill,,Hengelo,NL,51.2472392,4.4403455,2170,5 Buhler Point,23,1.3,11,Photobean,00u262s3jn87lHv5b5d7,+32 (875) 790-6322,2.9,,
586,Way,,Hengelo,NL,68.50472,112.4485,641023,997 Gale Trail,39,3.3,0,Leexo,00u262s3jn87lHv5b5d7,+7 (453) 337-8113,3.5,,
587,Parkway,,Hengelo,NL,57.14667,33.10753,175276,6 Ohio Junction,34,0.5,2,Skajo,00u262s3jn87lHv5b5d7,+7 (314) 781-5180,3.1,,
588,Junction,,Hengelo,NL,-0.4075041,31.1567203,,79 Rigney Road,30,0.8,12,Wikizz,00u262s3jn87lHv5b5d7,+256 (410) 110-4638,1.7,,
589,Point,,Hengelo,NL,34.0983579,-4.5508381,,908 Carioca Lane,27,2.5,8,Mymm,00u262s3jn87lHv5b5d7,+212 (241) 644-4200,4.4,,
590,Street,,Hengelo,NL,19.6707976,-99.1885208,48203,13 Londonderry Terrace,38,1.0,8,Skinte,00u262s3jn87lHv5b5d7,+52 (979) 369-2987,1.9,,
591,Park,,Hengelo,NL,19.5473972,-96.9121929,91140,58 Rigney Trail,31,1.2,1,Voolia,00u262s3jn87lHv5b5d7,+52 (298) 862-0044,2.2,,
592,Pass,,Hengelo,NL,36.8154975,50.8716494,,6 Mifflin Plaza,34,0.4,0,Gigabox,00u262s3jn87lHv5b5d7,+98 (608) 814-2377,4.5,,
593,Way,,Hengelo,NL,27.630806,114.029827,,363 Dovetail Junction,26,0.3,6,Roodel,00u262s3jn87lHv5b5d7,+86 (128) 408-4102,3.2,,
594,Court,,Hengelo,NL,-4.2141655,142.8151948,,45 Washington Avenue,17,2.7,3,Jaxspan,00u262s3jn87lHv5b5d7,+675 (774) 514-6255,4.7,,
595,Plaza,,Hengelo,NL,41.4122069,-8.4333383,4770-834,01 Dottie Lane,21,0.3,1,Bubbletube,00u262s3jn87lHv5b5d7,+351 (566) 801-3939,4.1,,
596,Crossing,,Hengelo,NL,10.8698035,-73.9830029,478008,8136 Gale Park,38,0.3,9,Vimbo,00u262s3jn87lHv5b5d7,+57 (260) 653-6053,3.1,,
597,Circle,,Hengelo,NL,49.7219212,18.188717,739 23,24 Roxbury Junction,19,2.7,6,Riffwire,00u262s3jn87lHv5b5d7,+420 (195) 353-9008,2.3,,
598,Hill,,Hengelo,NL,5.9532298,101.6954435,96190,6972 Prentice Drive,33,1.8,9,Bubblebox,00u262s3jn87lHv5b5d7,+66 (202) 899-2082,3.7,,
599,Point,,Hengelo,NL,-8.0397618,111.9000827,,15 Pleasure Place,16,3.1,0,Brainverse,00u262s3jn87lHv5b5d7,+62 (868) 139-0291,4.0,,
600,Park,,Hengelo,NL,32.735468,-16.792927,9200-078,4 Sunfield Street,16,1.7,3,Jayo,00u262s3jn87lHv5b5d7,+351 (849) 837-5760,3.7,,
601,Park,,Hengelo,NL,14.641214,108.0005933,,741 La Follette Junction,43,1.3,1,Browsebug,00u262s3jn87lHv5b5d7,+84 (535) 921-0836,2.7,,
602,Terrace,,Hengelo,NL,13.9013242,-87.1996084,,58377 Sage Avenue,40,3.2,9,Kazio,00u262s3jn87lHv5b5d7,+504 (133) 433-9192,1.4,,
603,Avenue,,Hengelo,NL,53.5511779,9.9641759,20359,96361 Rigney Lane,45,3.2,5,Avamba,00u262s3jn87lHv5b5d7,+49 (555) 552-7306,4.8,,
604,Crossing,,Hengelo,NL,37.810661,120.758848,,6 Cherokee Plaza,42,1.2,11,Lajo,00u262s3jn87lHv5b5d7,+86 (596) 165-3721,2.7,,
605,Center,,Hengelo,NL,43.817071,125.323544,,82 Paget Parkway,32,0.5,2,Photobug,00u262s3jn87lHv5b5d7,+86 (292) 826-6240,3.2,,
606,Road,,Hengelo,NL,56.9940675,13.209918,314 32,9 La Follette Terrace,24,0.9,12,Brightbean,00u262s3jn87lHv5b5d7,+46 (863) 510-3469,4.9,,
607,Circle,,Hengelo,NL,39.886388,115.791592,,35398 Heffernan Pass,44,2.6,9,Realcube,00u262s3jn87lHv5b5d7,+86 (383) 779-1186,4.8,,
608,Place,,Hengelo,NL,51.7181762,17.7257496,63-440,96 Blue Bill Park Place,39,1.4,6,Shufflester,00u262s3jn87lHv5b5d7,+48 (281) 818-7115,2.8,,
609,Trail,,Hengelo,NL,10.8026827,105.1960795,,5 Fordem Avenue,40,2.0,3,Pixoboo,00u262s3jn87lHv5b5d7,+84 (420) 693-6948,3.7,,
610,Alley,,Hengelo,NL,44.9346438,128.7694378,,8 5th Road,41,2.0,4,Lazzy,00u262s3jn87lHv5b5d7,+86 (308) 439-5543,1.9,,
611,Crossing,,Hengelo,NL,16.2463509,120.9986275,1052,361 Fremont Drive,31,2.0,10,Quimba,00u262s3jn87lHv5b5d7,+63 (259) 143-4185,4.5,,
612,Street,,Hengelo,NL,35.604025,110.983333,,576 Johnson Way,29,0.0,4,Twimm,00u262s3jn87lHv5b5d7,+86 (828) 962-6036,3.4,,
613,Road,,Hengelo,NL,10.0445164,-84.4971588,51001,10502 Hallows Center,38,1.6,1,Skimia,00u262s3jn87lHv5b5d7,+506 (568) 315-7042,1.6,,
614,Alley,,Hengelo,NL,-7.7955798,110.3694896,,14531 Carey Way,45,3.0,11,Quimba,00u262s3jn87lHv5b5d7,+62 (852) 131-2669,1.3,,
615,Alley,,Hengelo,NL,-1.7505747,116.0886704,,6997 Village Green Drive,16,0.1,8,Twimbo,00u262s3jn87lHv5b5d7,+62 (946) 660-1814,3.5,,
616,Avenue,,Hengelo,NL,25.7572143,-102.9838564,37861,455 Del Sol Crossing,39,0.7,3,Devshare,00u262s3jn87lHv5b5d7,+52 (365) 102-3211,4.4,,
617,Junction,,Hengelo,NL,-21.7414439,-48.6891129,14910-000,309 Hintze Circle,37,3.0,0,Devbug,00u262s3jn87lHv5b5d7,+55 (628) 753-3916,1.6,,
618,Junction,,Hengelo,NL,14.5752935,100.4508956,14000,6298 Vahlen Junction,38,0.6,11,Ozu,00u262s3jn87lHv5b5d7,+66 (522) 726-2482,2.2,,
619,Crossing,,Hengelo,NL,53.7131425,-111.743338,J9H,94971 Sugar Lane,18,0.3,3,Meemm,00u262s3jn87lHv5b5d7,+1 (875) 495-7003,3.9,,
620,Parkway,,Hengelo,NL,44.441584,126.4510829,,76649 Moulton Circle,44,1.7,12,Dabvine,00u262s3jn87lHv5b5d7,+86 (824) 455-4796,3.9,,
